fecha,indicativo,nombre,provincia,altitud,prec,dir,velmedia,racha,horaracha,tmed,tmin,horatmin,tmax,horatmax
2017-01-01,0201D,BARCELONA,BARCELONA,6,"0,0",28.0,"1,9","6,1",20:00,,,,,
2017-01-02,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"2,2","9,4",14:30,,,,,
2017-01-03,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"2,8","7,2",08:10,,,,,
2017-01-04,0201D,BARCELONA,BARCELONA,6,"0,0",27.0,"2,2","6,7",15:10,,,,,
2017-01-05,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"1,7","7,5",10:00,,,,,
2017-01-06,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"2,5","6,1",07:40,,,,,
2017-01-07,0201D,BARCELONA,BARCELONA,6,"0,0",99.0,"1,9","6,1",Varias,,,,,
2017-01-08,0201D,BARCELONA,BARCELONA,6,"0,0",35.0,"1,4","5,8",23:30,,,,,
2017-01-09,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"2,2","7,5",13:20,,,,,
2017-01-10,0201D,BARCELONA,BARCELONA,6,"0,0",7.0,"2,8","7,8",16:40,,,,,
2017-01-11,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"4,2","9,4",16:00,,,,,
2017-01-12,0201D,BARCELONA,BARCELONA,6,"0,0",26.0,"2,8","10,3",15:40,,,,,
2017-01-13,0201D,BARCELONA,BARCELONA,6,"0,0",30.0,"5,8","18,3",06:50,,,,,
2017-01-14,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"3,1","11,4",10:50,,,,,
2017-01-15,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"3,1","11,7",14:20,,,,,
2017-01-16,0201D,BARCELONA,BARCELONA,6,"0,0",14.0,"3,1","14,2",16:20,,,,,
2017-01-17,0201D,BARCELONA,BARCELONA,6,"0,0",10.0,"3,1","17,2",02:30,,,,,
2017-01-18,0201D,BARCELONA,BARCELONA,6,"0,0",36.0,"1,1","6,7",09:40,,,,,
2017-01-19,0201D,BARCELONA,BARCELONA,6,"0,0",7.0,"8,9","21,4",21:10,,,,,
2017-01-20,0201D,BARCELONA,BARCELONA,6,"2,6",8.0,"9,2","20,0",00:30,,,,,
2017-01-21,0201D,BARCELONA,BARCELONA,6,"0,0",4.0,"7,5","18,3",14:30,,,,,
2017-01-22,0201D,BARCELONA,BARCELONA,6,"5,8",2.0,"6,7","16,4",05:10,,,,,
2017-01-23,0201D,BARCELONA,BARCELONA,6,"1,9",9.0,"2,5","15,8",03:00,,,,,
2017-01-24,0201D,BARCELONA,BARCELONA,6,"0,0",34.0,"2,5","7,5",09:30,,,,,
2017-01-25,0201D,BARCELONA,BARCELONA,6,"0,8",8.0,"6,1","13,9",18:10,,,,,
2017-01-26,0201D,BARCELONA,BARCELONA,6,"0,2",34.0,"2,2","6,4",07:40,,,,,
2017-01-27,0201D,BARCELONA,BARCELONA,6,"8,1",9.0,"3,6","12,5",21:10,,,,,
2017-01-28,0201D,BARCELONA,BARCELONA,6,"0,1",9.0,"2,5","9,7",02:10,,,,,
2017-01-29,0201D,BARCELONA,BARCELONA,6,"0,0",25.0,"3,6","9,7",15:40,,,,,
2017-01-30,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"1,9","5,8",15:40,,,,,
2017-01-31,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"3,3","8,6",14:10,,,,,
2017-02-01,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"1,9","7,8",15:40,,,,,
2017-02-02,0201D,BARCELONA,BARCELONA,6,"0,0",25.0,"3,6","13,9",19:30,,,,,
2017-02-03,0201D,BARCELONA,BARCELONA,6,"0,0",25.0,"2,8","14,4",14:00,,,,,
2017-02-04,0201D,BARCELONA,BARCELONA,6,"0,0",26.0,"5,0","18,3",04:20,,,,,
2017-02-05,0201D,BARCELONA,BARCELONA,6,"0,1",30.0,"6,7","22,5",20:40,,,,,
2017-02-06,0201D,BARCELONA,BARCELONA,6,"0,0",32.0,"5,6","19,2",04:30,,,,,
2017-02-07,0201D,BARCELONA,BARCELONA,6,"7,3",11.0,"1,9","18,1",23:10,,,,,
2017-02-08,0201D,BARCELONA,BARCELONA,6,"0,0",8.0,"2,8","13,9",00:30,,,,,
2017-02-09,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,1","7,2",16:50,,,,,
2017-02-10,0201D,BARCELONA,BARCELONA,6,"0,0",14.0,"2,5","4,7",12:50,,,,,
2017-02-11,0201D,BARCELONA,BARCELONA,6,"0,0",10.0,"6,7","12,8",20:00,,,,,
2017-02-12,0201D,BARCELONA,BARCELONA,6,"0,0",7.0,"9,4","14,7",Varias,,,,,
2017-02-13,0201D,BARCELONA,BARCELONA,6,"4,6",8.0,"9,4","18,1",09:00,,,,,
2017-02-14,0201D,BARCELONA,BARCELONA,6,"0,1",15.0,"3,6","9,4",00:20,,,,,
2017-02-15,0201D,BARCELONA,BARCELONA,6,"0,0",10.0,"3,6","8,6",11:40,,,,,
2017-02-16,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"1,9","5,3",15:30,,,,,
2017-02-17,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,6","8,3",12:50,,,,,
2017-02-18,0201D,BARCELONA,BARCELONA,6,"0,0",2.0,"2,5","5,3",08:10,,,,,
2017-02-19,0201D,BARCELONA,BARCELONA,6,"0,0",11.0,"3,9","7,2",Varias,,,,,
2017-02-20,0201D,BARCELONA,BARCELONA,6,"0,0",26.0,"1,4","7,8",11:50,,,,,
2017-02-21,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,2","6,9",15:00,,,,,
2017-02-22,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"3,1","7,8",14:40,,,,,
2017-02-23,0201D,BARCELONA,BARCELONA,6,"0,8",22.0,"3,1","9,2",19:40,,,,,
2017-02-24,0201D,BARCELONA,BARCELONA,6,"3,8",8.0,"2,2","9,2",02:20,,,,,
2017-02-25,0201D,BARCELONA,BARCELONA,6,"0,0",32.0,"2,5","6,7",06:10,,,,,
2017-02-26,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,3","10,3",16:30,,,,,
2017-02-27,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"4,7","10,8",14:30,,,,,
2017-02-28,0201D,BARCELONA,BARCELONA,6,"0,0",27.0,"4,2","15,3",15:00,,,,,
2017-03-01,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"3,6","11,1",17:00,,,,,
2017-03-02,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"3,9","8,1",12:50,,,,,
2017-03-03,0201D,BARCELONA,BARCELONA,6,"10,2",8.0,"4,4","12,2",22:10,,,,,
2017-03-04,0201D,BARCELONA,BARCELONA,6,"0,0",29.0,"5,3","19,7",02:50,,,,,
2017-03-05,0201D,BARCELONA,BARCELONA,6,"0,0",24.0,"4,2","13,1",14:10,,,,,
2017-03-06,0201D,BARCELONA,BARCELONA,6,"0,0",30.0,"5,0","16,7",19:40,,,,,
2017-03-07,0201D,BARCELONA,BARCELONA,6,"0,0",24.0,"3,6","9,7",00:40,,,,,
2017-03-08,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,3","7,8",11:50,,,,,
2017-03-09,0201D,BARCELONA,BARCELONA,6,"0,0",99.0,"1,7","4,2",Varias,,,,,
2017-03-10,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,6","7,5",13:20,,,,,
2017-03-11,0201D,BARCELONA,BARCELONA,6,"0,0",1.0,"2,2","5,6",03:30,,,,,
2017-03-12,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,6","8,9",13:20,,,,,
2017-03-13,0201D,BARCELONA,BARCELONA,6,"0,0",9.0,"8,6","18,9",17:20,,,,,
2017-03-14,0201D,BARCELONA,BARCELONA,6,"0,0",7.0,"2,5","7,8",19:20,,,,,
2017-03-15,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"2,5","4,7",11:40,,,,,
2017-03-16,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,8","6,7",15:10,,,,,
2017-03-17,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"2,8","9,4",13:20,,,,,
2017-03-18,0201D,BARCELONA,BARCELONA,6,"0,0",8.0,"1,7","5,6",16:40,,,,,
2017-03-19,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,5","7,5",14:40,,,,,
2017-03-20,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"1,4","5,8",11:20,,,,,
2017-03-21,0201D,BARCELONA,BARCELONA,6,"0,0",99.0,"3,1","7,8",21:40,,,,,
2017-03-22,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,1","10,6",14:10,,,,,
2017-03-23,0201D,BARCELONA,BARCELONA,6,"0,0",36.0,"3,3","10,8",06:30,,,,,
2017-03-24,0201D,BARCELONA,BARCELONA,6,"81,9",25.0,"2,8","11,1",22:00,,,,,
2017-03-25,0201D,BARCELONA,BARCELONA,6,"0,0",30.0,"2,5","13,3",03:00,,,,,
2017-03-26,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"2,8","7,5",14:40,,,,,
2017-03-27,0201D,BARCELONA,BARCELONA,6,"0,7",7.0,"5,0","10,3",07:50,,,,,
2017-03-28,0201D,BARCELONA,BARCELONA,6,"0,0",14.0,"3,1","5,3",12:20,,,,,
2017-03-29,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,8","6,4",14:30,,,,,
2017-03-30,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,3","8,9",12:40,,,,,
2017-03-31,0201D,BARCELONA,BARCELONA,6,"0,5",24.0,"2,2","9,2",19:00,,,,,
2017-04-01,0201D,BARCELONA,BARCELONA,6,"4,9",9.0,"2,8","9,2",08:30,,,,,
2017-04-02,0201D,BARCELONA,BARCELONA,6,"1,2",20.0,"3,1","8,9",17:40,,,,,
2017-04-03,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,3","8,3",12:10,,,,,
2017-04-04,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,6","11,1",15:50,,,,,
2017-04-05,0201D,BARCELONA,BARCELONA,6,"1,4",24.0,"2,5","9,4",19:50,,,,,
2017-04-06,0201D,BARCELONA,BARCELONA,6,"0,0",7.0,"3,3","7,5",17:00,,,,,
2017-04-07,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,8","6,9",11:00,,,,,
2017-04-08,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,1","7,8",11:50,,,,,
2017-04-09,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"3,6","8,3",13:10,,,,,
2017-04-10,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"3,3","12,5",12:40,,,,,
2017-04-11,0201D,BARCELONA,BARCELONA,6,"0,0",11.0,"2,8","11,1",12:20,,,,,
2017-04-12,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"2,8","5,6",19:30,,,,,
2017-04-13,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"2,8","7,5",12:20,,,,,
2017-04-14,0201D,BARCELONA,BARCELONA,6,"0,0",24.0,"1,4","4,7",01:00,,,,,
2017-04-15,0201D,BARCELONA,BARCELONA,6,"0,0",18.0,"3,1","7,5",19:10,,,,,
2017-04-16,0201D,BARCELONA,BARCELONA,6,"0,0",21.0,"3,9","10,3",16:20,,,,,
2017-04-17,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"3,6","8,9",14:20,,,,,
2017-04-18,0201D,BARCELONA,BARCELONA,6,"0,0",11.0,"2,8","11,7",23:50,,,,,
2017-04-19,0201D,BARCELONA,BARCELONA,6,"0,0",10.0,"5,0","14,2",00:50,,,,,
2017-04-20,0201D,BARCELONA,BARCELONA,6,"0,0",9.0,"5,8","13,3",08:50,,,,,
2017-04-21,0201D,BARCELONA,BARCELONA,6,"0,0",18.0,"3,9","7,8",14:40,,,,,
2017-04-22,0201D,BARCELONA,BARCELONA,6,"0,0",22.0,"4,7","13,9",14:50,,,,,
2017-04-23,0201D,BARCELONA,BARCELONA,6,"0,0",20.0,"2,8","7,5",15:40,,,,,
2017-04-24,0201D,BARCELONA,BARCELONA,6,"0,0",19.0,"3,1","7,8",10:10,,,,,
2017-04-25,0201D,BARCELONA,BARCELONA,6,"0,3",20.0,"3,9","11,1",15:30,,,,,
2017-04-26,0201D,BARCELONA,BARCELONA,6,"14,4",9.0,"6,9","13,1",05:10,,,,,
2017-04-27,0201D,BARCELONA,BARCELONA,6,"5,8",33.0,"2,2","7,2",09:00,,,,,
